Sample	Screen_ID	Technical_rep	Screen_rep_ID	Treatment	Treatment_ID	Treatment_type	Nb_of_ligands	Ligand_conc	Layout_ID	Plate_ID	Well_ID_culture	Well_ID_fcs	Live_cells	Viability	Peak_0	Peak_1	Peak_2	Peak_3	Peak_4	Peak_5	Peak_6	cell_total	cell_start	cell_activated	divisions	PI	PI_norm	PI_1	PI_2	PI_3	PI_12	PI_13	PI_23	PI_123	PI_isserlis
E18_PHS_full_rep2	18	2	s18_full_rep2	PHS	PHS_2	Triplet	7	full	3	2	B6	E7	10078	82.39045128	5523	1599	1385	1088	380	105	28	10108	6832.21875	1309.21875	2014.03125	1.538345865	0.615460637	0.908253777	0.599014051	0.749801577	0.610777098	0.934008468	0.676682556	0.615460637	0.81617606
E18_PHcG_full_rep2	18	2	s18_full_rep2	PHcG	PHcG_2	Triplet	7	full	3	1	B6	E1	4601	67.70158917	3823	301	293	131	26	18	0	4592	4065.3125	242.3125	355.4375	1.466855816	0.586858935	0.908253777	0.599014051	0.715897601	0.610777098	0.637936338	0.578677036	0.586858935	0.565994414
E18_PHCp_full_rep2	18	2	s18_full_rep2	PHCp	PHCp_2	Triplet	7	full	3	1	G6	E6	6286	64.80412371	4727	589	486	349	101	43	0	6295	5194.28125	467.28125	700.34375	1.49876279	0.599624261	0.908253777	0.599014051	0.847666554	0.610777098	0.834053161	0.782481994	0.599624261	0.805679645
E18_PZS_full_rep2	18	2	s18_full_rep2	PZS	PZS_2	Triplet	7	full	3	1	E6	E4	20548	77.4811463	7640	2133	3970	4546	1754	319	63	20425	10387.82813	2747.828125	5250.5	1.910781811	0.764464622	0.908253777	0.790587665	0.749801577	0.725025909	0.934008468	0.791004468	0.764464622	0.923677547
E18_PZcG_full_rep2	18	2	s18_full_rep2	PZcG	PZcG_2	Triplet	7	full	3	1	C6	E2	3993	42.54208395	3908	59	16	0	0	0	0	3983	3941.5	33.5	37.5	1.119402985	0.447850181	0.908253777	0.790587665	0.715897601	0.725025909	0.637936338	0.77811039	0.447850181	0.702004004
E18_PZCp_full_rep2	18	2	s18_full_rep2	PZCp	PZCp_2	Triplet	7	full	3	1	G10	A6	14701	58.42540339	7747	1265	2147	2195	1049	258	61	14722	9265.203125	1518.203125	2837.40625	1.868923995	0.747718169	0.908253777	0.790587665	0.847666554	0.725025909	0.834053161	0.864808857	0.747718169	0.842097151
E18_PScG_full_rep2	18	2	s18_full_rep2	PScG	PScG_2	Triplet	7	full	3	1	D5	F3	8350	79.57686076	4441	1316	1464	874	209	36	0	8340	5588.4375	1147.4375	1775.625	1.547469906	0.619110979	0.908253777	0.749801577	0.715897601	0.934008468	0.637936338	0.749210319	0.619110979	0.852386182
E18_PSCp_full_rep2	18	2	s18_full_rep2	PSCp	PSCp_2	Triplet	7	full	3	2	C10	A8	24203	83.86057309	8747	1343	2294	3907	5291	2188	579	24349	10888.48438	2141.484375	5002.53125	2.33601109	0.934590138	0.908253777	0.749801577	0.847666554	0.934008468	0.834053161	0.916853289	0.934590138	1.095298584
E18_PcGCp_full_rep2	18	2	s18_full_rep2	PcGCp	PcGCp_2	Triplet	7	full	3	2	B5	F7	8636	77.99855491	4627	1216	1368	1048	388	47	2	8696	5733.75	1106.75	1789.53125	1.616924554	0.64689836	0.908253777	0.715897601	0.847666554	0.637936338	0.834053161	0.817650923	0.64689836	0.778154594
E18_LHZ_full_rep2	18	2	s18_full_rep2	LHZ	LHZ_2	Triplet	7	full	3	1	B5	F1	12724	72.79592654	7089	1037	1815	1907	699	155	0	12702	8348.15625	1259.15625	2340.09375	1.858461768	0.743532446	0.948288833	0.599014051	0.790587665	0.876416871	0.86132794	0.782513754	0.743532446	1.052712758
E18_LHS_full_rep2	18	2	s18_full_rep2	LHS	LHS_2	Triplet	7	full	3	1	G5	F6	15201	82.25204264	7068	877	1677	2564	2193	875	65	15319	8411.671875	1343.671875	2929.5625	2.180266295	0.872279839	0.948288833	0.599014051	0.749801577	0.876416871	1	0.676682556	0.872279839	1.046011235
E18_LHcG_full_rep2	18	2	s18_full_rep2	LHcG	LHcG_2	Triplet	7	full	3	1	E5	F4	14396	82.00045568	5529	1291	2816	2950	1361	273	40	14260	7341.46875	1812.46875	3546.40625	1.956671667	0.782824213	0.948288833	0.599014051	0.715897601	0.876416871	0.865307665	0.578677036	0.782824213	0.881194593
E18_LHCp_full_rep2	18	2	s18_full_rep2	LHCp	LHCp_2	Triplet	7	full	3	1	C5	F2	7813	76.21695444	4677	932	1227	642	212	51	1	7742	5544.859375	867.859375	1381.3125	1.591631709	0.636779211	0.948288833	0.599014051	0.847666554	0.876416871	0.876566106	0.782481994	0.636779211	1.046989423
E18_LZS_full_rep2	18	2	s18_full_rep2	LZS	LZS_2	Triplet	7	full	3	2	B10	A7	23923	73.70220894	7318	1628	3571	6081	4186	905	135	23824	10076.89063	2758.890625	6080.4375	2.203942934	0.881752377	0.948288833	0.790587665	0.749801577	0.86132794	1	0.791004468	0.881752377	1.062252753
E18_LZcG_full_rep2	18	2	s18_full_rep2	LZcG	LZcG_2	Triplet	7	full	3	1	D4	G3	15363	64.02583872	5568	1370	2813	3450	1597	389	71	15258	7500.578125	1932.578125	3851.9375	1.993160044	0.797422464	0.948288833	0.790587665	0.715897601	0.86132794	0.865307665	0.77811039	0.797422464	0.965172894
E18_LZCp_full_rep2	18	2	s18_full_rep2	LZCp	LZCp_2	Triplet	7	full	3	2	C9	B8	15466	72.39619904	6568	1592	2926	3039	1150	222	0	15497	8554.1875	1986.1875	3720.8125	1.873344032	0.749486535	0.948288833	0.790587665	0.847666554	0.86132794	0.876566106	0.864808857	0.749486535	0.972209342
E18_LScG_full_rep2	18	2	s18_full_rep2	LScG	LScG_2	Triplet	7	full	3	2	B4	G7	20145	85.68329718	5135	1819	3669	5219	3365	832	101	20140	7852.015625	2717.015625	5681.84375	2.091207609	0.836649285	0.948288833	0.749801577	0.715897601	1	0.865307665	0.749210319	0.836649285	1.057127291
E18_LSCp_full_rep2	18	2	s18_full_rep2	LSCp	LSCp_2	Triplet	7	full	3	1	B4	G1	20123	84.98247392	6233	1729	3140	4384	3158	1060	148	19852	8663.3125	2430.3125	5047.5	2.076893404	0.830922465	0.948288833	0.749801577	0.847666554	1	0.876566106	0.916853289	0.830922465	1.168928845
E18_LcGCp_full_rep2	18	2	s18_full_rep2	LcGCp	LcGCp_2	Triplet	7	full	3	1	G4	G6	7931	75.05441469	4331	1132	1165	882	371	46	0	7927	5323.125	992.125	1579.1875	1.591722313	0.63681546	0.948288833	0.715897601	0.847666554	0.865307665	0.876566106	0.817650923	0.63681546	0.985469336
E18_HZS_full_rep2	18	2	s18_full_rep2	HZS	HZS_2	Triplet	7	full	3	1	D9	B3	12900	64.25262738	7996	997	1392	1613	755	176	90	13019	9098.21875	1102.21875	2024.0625	1.836352811	0.734687106	0.599014051	0.790587665	0.749801577	0.782513754	0.676682556	0.791004468	0.734687106	0.885357975
E18_HZcG_full_rep2	18	2	s18_full_rep2	HZcG	HZcG_2	Triplet	7	full	3	1	E7	D4	11925	71.88498403	6364	778	1824	1896	858	134	47	11901	7504.546875	1140.546875	2251.84375	1.974354408	0.789898715	0.599014051	0.790587665	0.715897601	0.782513754	0.578677036	0.77811039	0.789898715	0.805733982
E18_HZCp_full_rep2	18	2	s18_full_rep2	HZCp	HZCp_2	Triplet	7	full	3	2	B3	H7	9947	50.09316614	6368	708	1156	1119	442	128	1	9922	7182.515625	814.515625	1482.21875	1.819754839	0.728046598	0.599014051	0.790587665	0.847666554	0.782513754	0.782481994	0.864808857	0.728046598	0.997099817
E18_HScG_full_rep2	18	2	s18_full_rep2	HScG	HScG_2	Triplet	7	full	3	1	E9	B4	9177	75.18433557	7164	370	464	610	422	126	0	9156	7571.5625	407.5625	770.9375	1.891581046	0.75678279	0.599014051	0.749801577	0.715897601	0.676682556	0.578677036	0.749210319	0.75678279	0.724036978
E18_HSCp_full_rep2	18	2	s18_full_rep2	HSCp	HSCp_2	Triplet	7	full	3	1	F5	F5	9151	78.67767174	5460	727	973	1219	440	235	26	9080	6254.375	794.375	1456.28125	1.833241542	0.733442351	0.599014051	0.749801577	0.847666554	0.676682556	0.782481994	0.916853289	0.733442351	0.948070646
E18_HcGCp_full_rep2	18	2	s18_full_rep2	HcGCp	HcGCp_2	Triplet	7	full	3	1	F6	E5	10288	79.67164873	4756	1122	1644	1832	754	170	28	10306	6009.875	1253.875	2287.6875	1.824494068	0.729942666	0.599014051	0.715897601	0.847666554	0.578677036	0.782481994	0.817650923	0.729942666	0.813472231
E18_ZScG_full_rep2	18	2	s18_full_rep2	ZScG	ZScG_2	Triplet	7	full	3	1	B3	H1	12697	57.88202042	6830	944	1774	2152	1008	117	56	12881	8082.03125	1252.03125	2441.53125	1.950056159	0.780177484	0.790587665	0.749801577	0.715897601	0.791004468	0.77811039	0.749210319	0.780177484	0.893277923
E18_ZSCp_full_rep2	18	2	s18_full_rep2	ZSCp	ZSCp_2	Triplet	7	full	3	1	F7	D5	17588	78.55994283	8655	1120	2002	3128	2044	556	75	17580	10252.79688	1597.796875	3338.90625	2.089693817	0.836043648	0.790587665	0.749801577	0.847666554	0.791004468	0.864808857	0.916853289	0.836043648	1.038829843
E18_ZcGCp_full_rep2	18	2	s18_full_rep2	ZcGCp	ZcGCp_2	Triplet	7	full	3	1	F8	C5	9594	69.83040978	5884	1071	1341	982	278	41	0	9597	6896.15625	1012.15625	1650.15625	1.63033746	0.652264588	0.790587665	0.715897601	0.847666554	0.77811039	0.864808857	0.817650923	0.652264588	0.965593158
E18_ScGCp_full_rep2	18	2	s18_full_rep2	ScGCp	ScGCp_2	Triplet	7	full	3	1	C3	H2	18020	85	5676	1415	2924	3973	3047	618	129	17782	7822.890625	2146.890625	4529.78125	2.10992642	0.844138297	0.749801577	0.715897601	0.847666554	0.749210319	0.916853289	0.817650923	0.844138297	0.994506695
E21_P_full_rep1	21	1	s21_full_rep1	P	P_1	Single	7	full	3	1	D10	A3	19901	89.53122188	10012	1121	1595	2766	3235	911	104	19744	11549.28125	1537.28125	3356.09375	2.183135812	0.859132012	NA	NA	NA	NA	NA	NA	NA	NA
E21_L_full_rep1	21	1	s21_full_rep1	L	L_1	Single	7	full	3	1	D3	H3	21191	93.97755998	9437	702	1544	3016	4182	2275	382	21538	10889.4375	1452.4375	3690.78125	2.541094711	1	NA	NA	NA	NA	NA	NA	NA	NA
E21_H_full_rep1	21	1	s21_full_rep1	H	H_1	Single	7	full	3	1	E3	H4	4800	78.43137255	4587	66	53	56	0	0	0	4762	4640.25	53.25	80.5	1.511737089	0.59491568	NA	NA	NA	NA	NA	NA	NA	NA
E21_Z_full_rep1	21	1	s21_full_rep1	Z	Z_1	Single	7	full	3	1	B10	A1	13448	87.59770714	8707	500	830	1254	1386	466	106	13249	9424.09375	717.09375	1564.5	2.181723101	0.858576066	NA	NA	NA	NA	NA	NA	NA	NA
E21_S_full_rep1	21	1	s21_full_rep1	S	S_1	Single	7	full	3	1	F9	B5	11116	87.66561514	6779	608	1430	1644	563	61	0	11085	7683.09375	904.09375	1785.78125	1.975216895	0.777309435	NA	NA	NA	NA	NA	NA	NA	NA
E21_cG_full_rep1	21	1	s21_full_rep1	cG	cG_1	Single	7	full	3	1	E10	A4	8233	86.39034627	7286	114	259	265	184	51	0	8159	7453.96875	167.96875	339.84375	2.023255814	0.796214248	NA	NA	NA	NA	NA	NA	NA	NA
E21_Cp_full_rep1	21	1	s21_full_rep1	Cp	Cp_1	Single	7	full	3	1	C10	A2	16806	91.00557752	11723	382	845	1287	1686	850	102	16875	12419.65625	696.65625	1660	2.382810748	0.937710325	NA	NA	NA	NA	NA	NA	NA	NA
E21_PL_full_rep1	21	1	s21_full_rep1	PL	PL_1	Pair	7	full	3	1	F10	A5	8556	86.51162791	6047	1095	844	306	92	35	0	8419	6850.59375	803.59375	1112.71875	1.384678203	0.544914047	NA	NA	NA	NA	NA	NA	NA	NA
E21_PH_full_rep1	21	1	s21_full_rep1	PH	PH_1	Pair	7	full	3	1	E4	G4	4494	65.00795602	3747	307	307	154	23	1	0	4539	3997.96875	250.96875	370.65625	1.476902005	0.581206988	NA	NA	NA	NA	NA	NA	NA	NA
E21_PZ_full_rep1	21	1	s21_full_rep1	PZ	PZ_1	Pair	7	full	3	2	C5	F8	12672	68.92950392	7358	1512	2127	1242	409	51	0	12699	8828.15625	1470.15625	2395.46875	1.629397385	0.641218676	NA	NA	NA	NA	NA	NA	NA	NA
E21_PS_full_rep1	21	1	s21_full_rep1	PS	PS_1	Pair	7	full	3	2	B9	B7	4349	81.21381886	3721	382	164	46	0	0	0	4313	3958.75	237.75	290.25	1.220820189	0.48043081	NA	NA	NA	NA	NA	NA	NA	NA
E21_PcG_full_rep1	21	1	s21_full_rep1	PcG	PcG_1	Pair	7	full	3	1	B9	B1	7747	80.66430654	5702	865	728	334	88	0	0	7717	6363.75	661.75	943.75	1.426142803	0.56123166	NA	NA	NA	NA	NA	NA	NA	NA
E21_PCp_full_rep1	21	1	s21_full_rep1	PCp	PCp_1	Pair	7	full	3	1	G9	B6	14704	85.77762221	11527	355	570	828	841	415	57	14593	12016.92188	489.921875	1053.4375	2.150215277	0.846176755	NA	NA	NA	NA	NA	NA	NA	NA
E21_LH_full_rep1	21	1	s21_full_rep1	LH	LH_1	Pair	7	full	3	1	F4	G5	14031	92.10923653	6531	978	1835	2645	1623	398	36	14046	7923.8125	1392.8125	2869.6875	2.060354499	0.810813737	NA	NA	NA	NA	NA	NA	NA	NA
E21_LZ_full_rep1	21	1	s21_full_rep1	LZ	LZ_1	Pair	7	full	3	1	C9	B2	24305	84.53030988	10090	1779	3105	5150	3267	608	59	24058	12623.60938	2533.609375	5290.53125	2.088140067	0.821748224	NA	NA	NA	NA	NA	NA	NA	NA
E21_LS_full_rep1	21	1	s21_full_rep1	LS	LS_1	Pair	7	full	3	2	C8	C8	16314	90.90605149	4615	2100	3803	3926	1413	274	38	16169	7203.96875	2588.96875	4823.375	1.863048753	0.733167774	NA	NA	NA	NA	NA	NA	NA	NA
E21_LcG_full_rep1	21	1	s21_full_rep1	LcG	LcG_1	Pair	7	full	3	1	D8	C3	26154	93.4772508	7354	2440	5008	6874	3710	849	67	26302	10944.70313	3590.703125	7368.1875	2.052018015	0.807533071	NA	NA	NA	NA	NA	NA	NA	NA
E21_LCp_full_rep1	21	1	s21_full_rep1	LCp	LCp_1	Pair	7	full	3	2	C4	G8	17787	93.22327044	6297	1213	2174	3626	3335	933	123	17701	8139.765625	1842.765625	4044.3125	2.194697169	0.863681766	NA	NA	NA	NA	NA	NA	NA	NA
E21_HZ_full_rep1	21	1	s21_full_rep1	HZ	HZ_1	Pair	7	full	3	2	B8	C7	14780	89.9847793	10616	625	985	1430	812	156	0	14624	11409.125	793.125	1568.625	1.977777778	0.778317222	NA	NA	NA	NA	NA	NA	NA	NA
E21_HS_full_rep1	21	1	s21_full_rep1	HS	HS_1	Pair	7	full	3	1	B8	C1	11160	86.90235166	6865	694	1494	1417	386	67	0	10923	7788.84375	923.84375	1732.34375	1.875147989	0.737929201	NA	NA	NA	NA	NA	NA	NA	NA
E21_HcG_full_rep1	21	1	s21_full_rep1	HcG	HcG_1	Pair	7	full	3	1	G8	C6	8834	89.55798865	7449	224	355	434	251	41	0	8754	7720.96875	271.96875	521.40625	1.917155004	0.754460271	NA	NA	NA	NA	NA	NA	NA	NA
E21_HCp_full_rep1	21	1	s21_full_rep1	HCp	HCp_1	Pair	7	full	3	1	E8	C4	10689	89.83107824	7023	689	1135	1192	648	68	0	10755	7842.875	819.875	1531.625	1.86812014	0.735163523	NA	NA	NA	NA	NA	NA	NA	NA
E21_ZS_full_rep1	21	1	s21_full_rep1	ZS	ZS_1	Pair	7	full	3	1	C8	C2	12976	79.32510087	6770	1150	2352	1949	662	41	0	12924	8219.28125	1449.28125	2653.78125	1.831101624	0.720595582	NA	NA	NA	NA	NA	NA	NA	NA
E21_ZcG_full_rep1	21	1	s21_full_rep1	ZcG	ZcG_1	Pair	7	full	3	2	C7	D8	18007	91.11470931	8717	865	2127	3319	2384	557	0	17969	10262.53125	1545.53125	3423.65625	2.21519704	0.871749105	NA	NA	NA	NA	NA	NA	NA	NA
E21_ZCp_full_rep1	21	1	s21_full_rep1	ZCp	ZCp_1	Pair	7	full	3	1	D7	D3	19684	88.53904282	12021	997	1487	2472	1626	768	159	19530	13328.35938	1307.359375	2710.40625	2.073191428	0.815865469	NA	NA	NA	NA	NA	NA	NA	NA
E21_ScG_full_rep1	21	1	s21_full_rep1	ScG	ScG_1	Pair	7	full	3	2	G3	H6	10493	85.51055334	5031	700	1550	1867	1130	123	0	10401	6076.34375	1045.34375	2126.84375	2.034587905	0.800673779	NA	NA	NA	NA	NA	NA	NA	NA
E21_SCp_full_rep1	21	1	s21_full_rep1	SCp	SCp_1	Pair	7	full	3	1	B7	D7	11203	89.78201635	4192	1542	2104	2178	889	87	0	10992	5819.53125	1627.53125	2875.59375	1.766843955	0.695308186	NA	NA	NA	NA	NA	NA	NA	NA
E21_cGCp_full_rep1	21	1	s21_full_rep1	cGCp	cGCp_1	Pair	7	full	3	1	B7	D1	18605	91.37566917	7789	1679	2824	3432	2131	500	52	18407	9913.125	2124.125	4154.25	1.955746484	0.769647221	NA	NA	NA	NA	NA	NA	NA	NA
E21_PLH_full_rep1	21	1	s21_full_rep1	PLH	PLH_1	Triplet	7	full	3	1	G7	D6	4072	57.12682379	3767	179	58	26	0	0	0	4030	3874.25	107.25	128.25	1.195804196	0.470586236	0.859132012	1	0.59491568	0.544914047	0.581206988	0.810813737	0.470586236	0.579758726
E21_PLZ_full_rep1	21	1	s21_full_rep1	PLZ	PLZ_1	Triplet	7	full	3	1	C4	G2	6117	47.02129295	5310	429	285	117	22	0	0	6163	5611.75	301.75	406.375	1.346727423	0.529979232	0.859132012	1	0.858576066	0.544914047	0.641218676	0.821748224	0.529979232	0.339798674
E21_PLS_full_rep1	21	1	s21_full_rep1	PLS	PLS_1	Triplet	7	full	3	1	C7	D2	4342	75.0821373	4274	43	0	0	0	0	0	4317	4295.5	21.5	21.5	1	0.39353118	0.859132012	1	0.777309435	0.544914047	0.48043081	0.733167774	0.39353118	0.198262707
E21_PLcG_full_rep1	21	1	s21_full_rep1	PLcG	PLcG_1	Triplet	7	full	3	2	C6	E8	4301	74.72202919	4218	33	0	0	0	0	0	4251	4234.5	16.5	16.5	1	0.39353118	0.859132012	1	0.796214248	0.544914047	0.56123166	0.807533071	0.39353118	0.320771202
E21_PLCp_full_rep1	21	1	s21_full_rep1	PLCp	PLCp_1	Triplet	7	full	3	1	D6	E3	10296	89.75677796	6605	1433	1322	727	123	35	0	10245	7751.65625	1146.65625	1686.34375	1.470661979	0.578751344	0.859132012	1	0.937710325	0.544914047	0.846176755	0.863681766	0.578751344	0.48793102
E21_PHZ_full_rep1	21	1	s21_full_rep1	PHZ	PHZ_1	Triplet	7	full	3	1	F3	H5	3541	31.63584383	3293	156	58	13	0	0	0	3520	3387.125	94.125	111.875	1.188579017	0.467742903	0.859132012	0.59491568	0.858576066	0.581206988	0.641218676	0.778317222	0.467742903	0.671503171
E21_PHS_full_rep1	21	1	s21_full_rep1	PHS	PHS_1	Triplet	7	full	3	2	B6	E7	3239	79.19315403	2986	176	48	0	0	0	0	3210	3086	100	112	1.12	0.440754921	0.859132012	0.59491568	0.777309435	0.581206988	0.48043081	0.737929201	0.440754921	0.576989128
E21_PHcG_full_rep1	21	1	s21_full_rep1	PHcG	PHcG_1	Triplet	7	full	3	1	B6	E1	4300	63.38443396	4160	125	19	0	0	0	0	4304	4227.25	67.25	72	1.07063197	0.421327062	0.859132012	0.59491568	0.796214248	0.581206988	0.56123166	0.754460271	0.421327062	0.630923882
E21_PHCp_full_rep1	21	1	s21_full_rep1	PHCp	PHCp_1	Triplet	7	full	3	1	G6	E6	4517	67.57929384	3715	362	202	181	33	0	0	4493	3971.1875	256.1875	358.125	1.397901927	0.550117995	0.859132012	0.59491568	0.937710325	0.581206988	0.846176755	0.735163523	0.550117995	0.721461809
E21_PZS_full_rep1	21	1	s21_full_rep1	PZS	PZS_1	Triplet	7	full	3	1	E6	E4	3279	29.17778964	2978	233	52	0	0	0	0	3263	3107.5	129.5	142.5	1.1003861	0.43303624	0.859132012	0.858576066	0.777309435	0.641218676	0.48043081	0.720595582	0.43303624	0.383264652
E21_PZcG_full_rep1	21	1	s21_full_rep1	PZcG	PZcG_1	Triplet	7	full	3	1	C6	E2	3528	29.82500634	3459	60	0	0	0	0	0	3519	3489	30	30	1	0.39353118	0.859132012	0.858576066	0.796214248	0.641218676	0.56123166	0.871749105	0.39353118	0.566731756
E21_PZCp_full_rep1	21	1	s21_full_rep1	PZCp	PZCp_1	Triplet	7	full	3	1	G10	A6	13498	62.59506585	8316	1196	1706	1580	534	108	0	13440	9574.75	1258.75	2193.875	1.742899702	0.685885376	0.859132012	0.858576066	0.937710325	0.641218676	0.846176755	0.815865469	0.685885376	0.645353747
E21_PScG_full_rep1	21	1	s21_full_rep1	PScG	PScG_1	Triplet	7	full	3	1	D5	F3	3762	59.48766603	3646	110	14	0	0	0	0	3770	3704.5	58.5	62	1.05982906	0.41707578	0.859132012	0.777309435	0.796214248	0.48043081	0.56123166	0.800673779	0.41707578	0.443219062
E21_PSCp_full_rep1	21	1	s21_full_rep1	PSCp	PSCp_1	Triplet	7	full	3	2	C10	A8	4833	81.43218197	3264	896	503	133	0	0	0	4796	3854.375	590.375	749.375	1.269320347	0.499517134	0.859132012	0.777309435	0.937710325	0.48043081	0.846176755	0.695308186	0.499517134	0.453180302
E21_PcGCp_full_rep1	21	1	s21_full_rep1	PcGCp	PcGCp_1	Triplet	7	full	3	2	B5	F7	7897	88.01827909	4829	999	1050	690	192	33	0	7793	5690.28125	861.28125	1336.40625	1.551649069	0.610622289	0.859132012	0.796214248	0.937710325	0.56123166	0.846176755	0.769647221	0.610622289	0.578351875
E21_LHZ_full_rep1	21	1	s21_full_rep1	LHZ	LHZ_1	Triplet	7	full	3	1	B5	F1	17347	79.1738932	8308	1262	2438	3042	1758	336	43	17187	10049.79688	1741.796875	3486.78125	2.001830007	0.787782524	1	0.59491568	0.858576066	0.810813737	0.821748224	0.778317222	0.787782524	0.941772666
E21_LHS_full_rep1	21	1	s21_full_rep1	LHS	LHS_1	Triplet	7	full	3	1	G5	F6	14094	89.66219225	4550	1748	3322	3042	1268	272	28	14230	6722.9375	2172.9375	4037.875	1.858256393	0.731281831	1	0.59491568	0.777309435	0.810813737	0.733167774	0.737929201	0.731281831	0.879488231
E21_LHcG_full_rep1	21	1	s21_full_rep1	LHcG	LHcG_1	Triplet	7	full	3	1	E5	F4	15490	90.05813953	5856	1770	2760	2987	1556	317	42	15288	7912.1875	2056.1875	3827.59375	1.86150035	0.732558429	1	0.59491568	0.796214248	0.810813737	0.807533071	0.754460271	0.732558429	0.933095125
E21_LHCp_full_rep1	21	1	s21_full_rep1	LHCp	LHCp_1	Triplet	7	full	3	1	C5	F2	8057	85.6489848	5050	988	898	740	249	37	0	7962	5877.71875	827.71875	1288.53125	1.556725941	0.612620196	1	0.59491568	0.937710325	0.810813737	0.863681766	0.735163523	0.612620196	0.89357261
E21_LZS_full_rep1	21	1	s21_full_rep1	LZS	LZS_1	Triplet	7	full	3	2	B10	A7	12583	65.48870615	4438	1706	2887	2549	798	60	0	12438	6383.125	1945.125	3461.25	1.779448622	0.700268516	1	0.858576066	0.777309435	0.821748224	0.733167774	0.720595582	0.700268516	0.654069979
E21_LZcG_full_rep1	21	1	s21_full_rep1	LZcG	LZcG_1	Triplet	7	full	3	1	D4	G3	15993	69.5741071	5127	1689	3332	3981	1581	265	24	15999	7409.59375	2282.59375	4442.28125	1.946155005	0.765872675	1	0.858576066	0.796214248	0.821748224	0.807533071	0.871749105	0.765872675	0.852144323
E21_LZCp_full_rep1	21	1	s21_full_rep1	LZCp	LZCp_1	Triplet	7	full	3	2	C9	B8	14810	83.30989481	7576	1817	2610	2066	535	66	0	14670	9430.75	1854.75	3132.3125	1.688805769	0.664597727	1	0.858576066	0.937710325	0.821748224	0.863681766	0.815865469	0.664597727	0.717772472
E21_LScG_full_rep1	21	1	s21_full_rep1	LScG	LScG_1	Triplet	7	full	3	2	B4	G7	10798	87.81717632	3882	1863	2247	1915	685	71	0	10663	5659.65625	1777.65625	2955.46875	1.662564824	0.654271097	1	0.777309435	0.796214248	0.733167774	0.807533071	0.800673779	0.654271097	0.774325787
E21_LSCp_full_rep1	21	1	s21_full_rep1	LSCp	LSCp_1	Triplet	7	full	3	1	B4	G1	7766	81.47293328	4070	1012	1216	1133	309	55	0	7795	5042.65625	972.65625	1624.71875	1.670393574	0.657351954	1	0.777309435	0.937710325	0.733167774	0.863681766	0.695308186	0.657351954	0.596372997
E21_LcGCp_full_rep1	21	1	s21_full_rep1	LcGCp	LcGCp_1	Triplet	7	full	3	1	G4	G6	6841	76.54693969	4236	829	836	643	234	43	0	6821	4955.84375	719.84375	1138.84375	1.582070762	0.622594174	1	0.796214248	0.937710325	0.807533071	0.863681766	0.769647221	0.622594174	0.721318405
E21_HZS_full_rep1	21	1	s21_full_rep1	HZS	HZS_1	Triplet	7	full	3	1	D9	B3	12691	73.59661331	6596	1410	2208	1853	576	45	8	12696	8122.15625	1526.15625	2655.65625	1.7400946	0.684781481	0.59491568	0.858576066	0.777309435	0.778317222	0.737929201	0.720595582	0.684781481	0.873186489
E21_HZcG_full_rep1	21	1	s21_full_rep1	HZcG	HZcG_1	Triplet	7	full	3	1	E7	D4	12465	79.25356053	7511	646	1585	1799	851	96	0	12488	8511.3125	1000.3125	2017.875	2.017244611	0.793848652	0.59491568	0.858576066	0.796214248	0.778317222	0.754460271	0.871749105	0.793848652	0.972704798
E21_HZCp_full_rep1	21	1	s21_full_rep1	HZCp	HZCp_1	Triplet	7	full	3	2	B3	H7	10010	71.66893392	5783	849	1358	1316	570	110	0	9986	6750.5625	967.5625	1756.6875	1.815580389	0.714487493	0.59491568	0.858576066	0.937710325	0.778317222	0.735163523	0.815865469	0.714487493	0.888473018
E21_HScG_full_rep1	21	1	s21_full_rep1	HScG	HScG_1	Triplet	7	full	3	1	E9	B4	14345	85.84166118	6345	1027	2267	3031	1462	136	23	14291	7900.109375	1555.109375	3172.53125	2.040069529	0.802830969	0.59491568	0.777309435	0.796214248	0.737929201	0.754460271	0.800673779	0.802830969	0.91393982
E21_HSCp_full_rep1	21	1	s21_full_rep1	HSCp	HSCp_1	Triplet	7	full	3	1	F5	F5	8114	83.28885239	3961	987	1409	1185	320	64	0	7926	4976.875	1015.875	1732.375	1.70530331	0.671090024	0.59491568	0.777309435	0.937710325	0.737929201	0.735163523	0.695308186	0.671090024	0.809805647
E21_HcGCp_full_rep1	21	1	s21_full_rep1	HcGCp	HcGCp_1	Triplet	7	full	3	1	F6	E5	11649	88.61924686	5420	1295	1825	1959	927	183	0	11609	6832.28125	1412.28125	2554.96875	1.809107605	0.71194025	0.59491568	0.796214248	0.937710325	0.754460271	0.735163523	0.769647221	0.71194025	0.862338165
E21_ZScG_full_rep1	21	1	s21_full_rep1	ZScG	ZScG_1	Triplet	7	full	3	1	B3	H1	12025	65.22564548	5025	1093	2167	2348	1057	218	12	11920	6479.8125	1454.8125	2809.9375	1.931477424	0.76009659	0.858576066	0.777309435	0.796214248	0.720595582	0.871749105	0.800673779	0.76009659	0.876052839
E21_ZSCp_full_rep1	21	1	s21_full_rep1	ZSCp	ZSCp_1	Triplet	7	full	3	1	F7	D5	8904	60.79475625	4092	1288	1752	1282	421	25	0	8860	5361.34375	1269.34375	2109.90625	1.662202418	0.654128479	0.858576066	0.777309435	0.937710325	0.720595582	0.815865469	0.695308186	0.654128479	0.655247934
